trade_date,symbol,open,high,low,close,volume,amount,adj_factor,limit_up,limit_down
2024-03-21,000005.SZ,11.82,12.05,11.7,11.93,1205400,14380422.0,1.0,12.89,10.55
2024-03-22,000005.SZ,12.05,12.29,11.93,12.17,1207600,14696492.0,1.0,13.12,10.74
2024-03-25,000005.SZ,12.3,12.55,12.18,12.43,1209800,15037814.0,1.0,13.39,10.95
2024-03-26,000005.SZ,12.57,12.84,12.44,12.71,1212000,15404520.0,1.0,13.67,11.19
2024-03-27,000005.SZ,12.86,13.13,12.73,13.0,1214200,15784600.0,1.0,13.98,11.44
2024-03-28,000005.SZ,13.15,13.43,13.02,13.3,1216400,16178120.0,1.0,14.3,11.7
2024-03-29,000005.SZ,13.45,13.74,13.32,13.6,1218600,16572960.0,1.0,14.63,11.97
2024-04-01,000005.SZ,13.74,14.03,13.6,13.89,1220800,16956912.0,1.0,14.96,12.24
2024-04-02,000005.SZ,14.03,14.31,13.89,14.17,1223000,17329910.0,1.0,15.28,12.5
2024-04-03,000005.SZ,14.3,14.57,14.16,14.43,1225200,17679636.0,1.0,15.59,12.75
2024-04-04,000005.SZ,14.54,14.81,14.39,14.66,1227400,17993684.0,1.0,15.87,12.99
2024-04-05,000005.SZ,14.76,15.0,14.61,14.85,1229600,18259560.0,1.0,16.13,13.19
2024-04-08,000005.SZ,14.92,15.15,14.77,15.0,1231800,18477000.0,1.0,16.34,13.36
2024-04-09,000005.SZ,15.06,15.26,14.91,15.11,1234000,18645740.0,1.0,16.5,13.5
2024-04-10,000005.SZ,15.14,15.33,14.99,15.18,1236200,18765516.0,1.0,16.62,13.6
2024-04-11,000005.SZ,15.19,15.35,15.04,15.2,1238400,18823680.0,1.0,16.7,13.66
2024-04-12,000005.SZ,15.19,15.34,15.03,15.18,1240600,18832308.0,1.0,16.72,13.68
2024-04-15,000005.SZ,15.14,15.29,14.96,15.11,1242800,18778708.0,1.0,16.7,13.66
2024-04-16,000005.SZ,15.06,15.21,14.86,15.01,1245000,18687450.0,1.0,16.62,13.6
2024-04-17,000005.SZ,14.94,15.09,14.72,14.87,1247200,18545864.0,1.0,16.51,13.51
2024-04-18,000005.SZ,14.79,14.94,14.56,14.71,1249400,18378674.0,1.0,16.36,13.38
2024-04-19,000005.SZ,14.62,14.77,14.38,14.53,1251600,18185748.0,1.0,16.18,13.24
2024-04-22,000005.SZ,14.43,14.57,14.19,14.33,1253800,17966954.0,1.0,15.98,13.08
2024-04-23,000005.SZ,14.23,14.37,13.99,14.13,1256000,17747280.0,1.0,15.76,12.9
2024-04-24,000005.SZ,14.03,14.17,13.79,13.93,1258200,17526726.0,1.0,15.54,12.72
2024-04-25,000005.SZ,13.84,13.98,13.6,13.74,1260400,17317896.0,1.0,15.32,12.54
2024-04-26,000005.SZ,13.65,13.79,13.42,13.56,1262600,17120856.0,1.0,15.11,12.37
2024-04-29,000005.SZ,13.48,13.61,13.27,13.4,1264800,16948320.0,1.0,14.92,12.2
2024-04-30,000005.SZ,13.34,13.47,13.14,13.27,1267000,16813090.0,1.0,14.74,12.06
2024-05-01,000005.SZ,13.22,13.35,13.03,13.16,1269200,16702672.0,1.0,14.6,11.94
2024-05-02,000005.SZ,13.12,13.25,12.95,13.08,1271400,16629912.0,1.0,14.48,11.84
2024-05-03,000005.SZ,13.06,13.19,12.91,13.04,1273600,16607744.0,1.0,14.39,11.77
2024-05-06,000005.SZ,13.04,13.17,12.9,13.03,1275800,16623674.0,1.0,14.34,11.74
2024-05-07,000005.SZ,13.04,13.18,12.91,13.05,1278000,16677900.0,1.0,14.33,11.73
2024-05-08,000005.SZ,13.08,13.23,12.95,13.1,1280200,16770620.0,1.0,14.36,11.74
2024-05-09,000005.SZ,13.14,13.31,13.01,13.18,1282400,16902032.0,1.0,14.41,11.79
2024-05-10,000005.SZ,13.24,13.42,13.11,13.29,1284600,17072334.0,1.0,14.5,11.86
2024-05-13,000005.SZ,13.36,13.55,13.23,13.42,1286800,17268856.0,1.0,14.62,11.96
2024-05-14,000005.SZ,13.5,13.71,13.36,13.57,1289000,17491730.0,1.0,14.76,12.08
2024-05-15,000005.SZ,13.66,13.88,13.52,13.74,1291200,17741088.0,1.0,14.93,12.21
2024-05-16,000005.SZ,13.83,14.06,13.69,13.92,1293400,18004128.0,1.0,15.11,12.37
2024-05-17,000005.SZ,14.02,14.25,13.88,14.11,1295600,18280916.0,1.0,15.31,12.53
2024-05-20,000005.SZ,14.2,14.44,14.06,14.3,1297800,18558540.0,1.0,15.52,12.7
2024-05-21,000005.SZ,14.39,14.62,14.25,14.48,1300000,18824000.0,1.0,15.73,12.87
2024-05-22,000005.SZ,14.56,14.79,14.41,14.64,1302200,19064208.0,1.0,15.93,13.03
2024-05-23,000005.SZ,14.71,14.93,14.56,14.78,1304400,19279032.0,1.0,16.1,13.18
2024-05-24,000005.SZ,14.84,15.05,14.69,14.9,1306600,19468340.0,1.0,16.26,13.3
2024-05-27,000005.SZ,14.94,15.14,14.79,14.99,1308800,19618912.0,1.0,16.39,13.41
2024-05-28,000005.SZ,15.02,15.19,14.87,15.04,1311000,19717440.0,1.0,16.49,13.49
2024-05-29,000005.SZ,15.04,15.2,14.89,15.05,1313200,19763660.0,1.0,16.54,13.54
2024-05-30,000005.SZ,15.04,15.19,14.87,15.02,1315400,19757308.0,1.0,16.56,13.55
2024-05-31,000005.SZ,14.98,15.13,14.8,14.95,1317600,19698120.0,1.0,16.52,13.52
2024-06-03,000005.SZ,14.89,15.04,14.68,14.83,1319800,19572634.0,1.0,16.44,13.46
2024-06-04,000005.SZ,14.76,14.91,14.53,14.68,1322000,19406960.0,1.0,16.31,13.35
2024-06-05,000005.SZ,14.58,14.73,14.35,14.49,1324200,19187658.0,1.0,16.15,13.21
2024-06-06,000005.SZ,14.38,14.52,14.13,14.27,1326400,18927728.0,1.0,15.94,13.04
2024-06-07,000005.SZ,14.15,14.29,13.89,14.03,1328600,18640258.0,1.0,15.7,12.84
2024-06-10,000005.SZ,13.9,14.04,13.64,13.78,1330800,18338424.0,1.0,15.43,12.63
2024-06-11,000005.SZ,13.65,13.79,13.38,13.52,1333000,18022160.0,1.0,15.16,12.4
2024-06-12,000005.SZ,13.39,13.52,13.13,13.26,1335200,17704752.0,1.0,14.87,12.17
2024-06-13,000005.SZ,13.13,13.26,12.87,13.0,1337400,17386200.0,1.0,14.59,11.93
2024-06-14,000005.SZ,12.88,13.01,12.63,12.76,1339600,17093296.0,1.0,14.3,11.7
2024-06-17,000005.SZ,12.64,12.77,12.4,12.53,1341800,16812754.0,1.0,14.04,11.48
2024-01-02,000006.SZ,16.42,16.58,16.17,16.33,1125000,18371250.0,1.0,18.15,14.85
2024-01-03,000006.SZ,16.42,16.58,16.18,16.34,1127200,18418448.0,1.0,18.15,14.85
2024-01-04,000006.SZ,16.44,16.6,16.21,16.37,1129400,18488278.0,1.0,18.15,14.85
2024-01-05,000006.SZ,16.45,16.61,16.24,16.4,1131600,18558240.0,1.0,18.15,14.85
2024-01-08,000006.SZ,16.46,16.62,16.27,16.43,1133800,18628334.0,1.0,18.15,14.85
2024-01-09,000006.SZ,16.48,16.64,16.31,16.47,1136000,18709920.0,1.0,18.15,14.85
2024-01-10,000006.SZ,16.51,16.68,16.34,16.51,1138200,18791682.0,1.0,18.15,14.85
2024-01-11,000006.SZ,16.53,16.73,16.36,16.56,1140400,18885024.0,1.0,18.15,14.85
2024-01-12,000006.SZ,16.55,16.77,16.38,16.6,1142600,18967160.0,1.0,18.15,14.85
2024-01-15,000006.SZ,16.57,16.81,16.4,16.64,1144800,19049472.0,1.0,18.15,14.85
2024-01-16,000006.SZ,16.6,16.86,16.43,16.69,1147000,19143430.0,1.0,18.15,14.85
2024-01-17,000006.SZ,16.61,16.89,16.44,16.72,1149200,19214624.0,1.0,18.15,14.85
2024-01-18,000006.SZ,16.62,16.92,16.45,16.75,1151400,19285950.0,1.0,18.15,14.85
2024-01-19,000006.SZ,16.64,16.95,16.47,16.78,1153600,19357408.0,1.0,18.15,14.85
2024-01-22,000006.SZ,16.65,16.97,16.48,16.8,1155800,19417440.0,1.0,18.15,14.85
2024-01-23,000006.SZ,16.66,16.98,16.49,16.81,1158000,19465980.0,1.0,18.15,14.85
2024-01-24,000006.SZ,16.66,16.99,16.49,16.82,1160200,19514564.0,1.0,18.15,14.85
2024-01-25,000006.SZ,16.66,16.98,16.49,16.81,1162400,19539944.0,1.0,18.15,14.85
2024-01-26,000006.SZ,16.65,16.97,16.48,16.8,1164600,19565280.0,1.0,18.15,14.85
2024-01-29,000006.SZ,16.64,16.95,16.47,16.78,1166800,19578904.0,1.0,18.15,14.85
2024-01-30,000006.SZ,16.62,16.92,16.45,16.75,1169000,19580750.0,1.0,18.15,14.85
2024-01-31,000006.SZ,16.61,16.89,16.44,16.72,1171200,19582464.0,1.0,18.15,14.85
2024-02-01,000006.SZ,16.59,16.85,16.42,16.68,1173400,19572312.0,1.0,18.15,14.85
2024-02-02,000006.SZ,16.56,16.8,16.39,16.63,1175600,19550228.0,1.0,18.15,14.85
2024-02-05,000006.SZ,16.54,16.75,16.37,16.58,1177800,19527924.0,1.0,18.15,14.85
2024-02-06,000006.SZ,16.52,16.7,16.35,16.53,1180000,19505400.0,1.0,18.15,14.85
2024-02-07,000006.SZ,16.48,16.64,16.31,16.47,1182200,19470834.0,1.0,18.15,14.85
2024-02-08,000006.SZ,16.45,16.61,16.25,16.41,1184400,19436004.0,1.0,18.15,14.85
2024-02-09,000006.SZ,16.43,16.59,16.2,16.36,1186600,19412776.0,1.0,18.15,14.85
2024-02-12,000006.SZ,16.4,16.56,16.15,16.31,1188800,19389328.0,1.0,18.15,14.85
2024-02-13,000006.SZ,16.38,16.54,16.1,16.26,1191000,19365660.0,1.0,18.15,14.85
2024-02-14,000006.SZ,16.36,16.52,16.06,16.22,1193200,19353704.0,1.0,18.15,14.85
2024-02-15,000006.SZ,16.34,16.5,16.02,16.18,1195400,19341572.0,1.0,18.15,14.85
2024-02-16,000006.SZ,16.32,16.48,15.99,16.15,1197600,19341240.0,1.0,18.15,14.85
2024-02-19,000006.SZ,16.31,16.47,15.97,16.13,1199800,19352774.0,1.0,18.15,14.85
2024-02-20,000006.SZ,16.31,16.47,15.96,16.12,1202000,19376240.0,1.0,18.15,14.85
2024-02-21,000006.SZ,16.31,16.47,15.96,16.12,1204200,19411704.0,1.0,18.15,14.85
2024-02-22,000006.SZ,15.94,16.1,15.59,15.75,1206400,19000800.0,1.0,17.73,14.51
2024-02-23,000006.SZ,15.58,15.74,15.26,15.41,1208600,18624526.0,1.0,17.33,14.18
2024-02-26,000006.SZ,15.25,15.4,14.94,15.09,1210800,18270972.0,1.0,16.95,13.87
2024-02-27,000006.SZ,14.95,15.1,14.66,14.81,1213000,17964530.0,1.0,16.6,13.58
2024-02-28,000006.SZ,14.69,14.84,14.42,14.57,1215200,17705464.0,1.0,16.29,13.33
2024-02-29,000006.SZ,14.47,14.61,14.23,14.37,1217400,17494038.0,1.0,16.03,13.11
2024-03-01,000006.SZ,14.3,14.44,14.08,14.22,1219600,17342712.0,1.0,15.81,12.93
2024-03-04,000006.SZ,14.17,14.31,13.98,14.12,1221800,17251816.0,1.0,15.64,12.8
2024-03-05,000006.SZ,14.1,14.24,13.93,14.07,1224000,17221680.0,1.0,15.53,12.71
2024-03-06,000006.SZ,14.07,14.21,13.92,14.06,1226200,17240372.0,1.0,15.48,12.66
2024-03-07,000006.SZ,14.08,14.24,13.94,14.1,1228400,17320440.0,1.0,15.47,12.65
2024-03-08,000006.SZ,14.14,14.33,14.0,14.19,1230600,17462214.0,1.0,15.51,12.69
2024-03-11,000006.SZ,14.26,14.46,14.12,14.32,1232800,17653696.0,1.0,15.61,12.77
2024-03-12,000006.SZ,14.41,14.64,14.27,14.5,1235000,17907500.0,1.0,15.75,12.89
2024-03-13,000006.SZ,14.6,14.86,14.45,14.71,1237200,18199212.0,1.0,15.95,13.05
2024-03-14,000006.SZ,14.84,15.11,14.69,14.96,1239400,18541424.0,1.0,16.18,13.24
2024-03-15,000006.SZ,15.1,15.39,14.95,15.24,1241600,18921984.0,1.0,16.46,13.46
2024-03-18,000006.SZ,15.39,15.7,15.24,15.54,1243800,19328652.0,1.0,16.76,13.72
2024-03-19,000006.SZ,15.7,16.02,15.54,15.86,1246000,19761560.0,1.0,17.09,13.99
2024-03-20,000006.SZ,16.02,16.35,15.86,16.19,1248200,20208358.0,1.0,17.45,14.27
2024-03-21,000006.SZ,16.36,16.69,16.2,16.52,1250400,20656608.0,1.0,17.81,14.57
2024-03-22,000006.SZ,16.68,17.01,16.51,16.84,1252600,21093784.0,1.0,18.17,14.87
2024-03-25,000006.SZ,16.99,17.32,16.82,17.15,1254800,21519820.0,1.0,18.52,15.16
2024-03-26,000006.SZ,17.29,17.6,17.12,17.43,1257000,21909510.0,1.0,18.86,15.43
2024-03-27,000006.SZ,17.56,17.86,17.38,17.68,1259200,22262656.0,1.0,19.17,15.69
2024-03-28,000006.SZ,17.79,18.08,17.61,17.9,1261400,22579060.0,1.0,19.45,15.91
2024-03-29,000006.SZ,17.98,18.25,17.8,18.07,1263600,22833252.0,1.0,19.69,16.11
2024-04-01,000006.SZ,18.13,18.37,17.95,18.19,1265800,23024902.0,1.0,19.88,16.26
2024-04-02,000006.SZ,18.23,18.45,18.05,18.27,1268000,23166360.0,1.0,20.01,16.37
2024-04-03,000006.SZ,18.28,18.48,18.1,18.3,1270200,23244660.0,1.0,20.1,16.44
2024-04-04,000006.SZ,18.29,18.47,18.1,18.28,1272400,23259472.0,1.0,20.13,16.47
2024-04-05,000006.SZ,18.24,18.42,18.03,18.21,1274600,23210466.0,1.0,20.11,16.45
2024-04-08,000006.SZ,18.16,18.34,17.92,18.1,1276800,23110080.0,1.0,20.03,16.39
2024-04-09,000006.SZ,18.03,18.21,17.78,17.96,1279000,22970840.0,1.0,19.91,16.29
2024-04-10,000006.SZ,17.88,18.06,17.61,17.79,1281200,22792548.0,1.0,19.76,16.16
2024-04-11,000006.SZ,17.7,17.88,17.42,17.6,1283400,22587840.0,1.0,19.57,16.01
2024-04-12,000006.SZ,17.5,17.68,17.23,17.4,1285600,22369440.0,1.0,19.36,15.84
2024-04-15,000006.SZ,17.3,17.47,17.03,17.2,1287800,22150160.0,1.0,19.14,15.66
2024-04-16,000006.SZ,17.1,17.27,16.83,17.0,1290000,21930000.0,1.0,18.92,15.48
2024-04-17,000006.SZ,16.9,17.07,16.64,16.81,1292200,21721882.0,1.0,18.7,15.3
2024-04-18,000006.SZ,16.73,16.9,16.47,16.64,1294400,21538816.0,1.0,18.49,15.13
2024-04-19,000006.SZ,16.57,16.74,16.34,16.5,1296600,21393900.0,1.0,18.3,14.98
2024-04-22,000006.SZ,16.44,16.6,16.23,16.39,1298800,21287332.0,1.0,18.15,14.85
2024-04-23,000006.SZ,16.35,16.51,16.15,16.31,1301000,21219310.0,1.0,18.03,14.75
2024-04-24,000006.SZ,16.29,16.45,16.11,16.27,1303200,21203064.0,1.0,17.94,14.68
2024-04-25,000006.SZ,16.27,16.43,16.11,16.27,1305400,21238858.0,1.0,17.9,14.64
2024-04-26,000006.SZ,16.29,16.47,16.13,16.31,1307600,21326956.0,1.0,17.9,14.64
2024-04-29,000006.SZ,16.35,16.55,16.19,16.39,1309800,21467622.0,1.0,17.94,14.68
2024-04-30,000006.SZ,16.45,16.68,16.29,16.51,1312000,21661120.0,1.0,18.03,14.75
2024-05-01,000006.SZ,16.58,16.83,16.41,16.66,1314200,21894572.0,1.0,18.16,14.86
2024-05-02,000006.SZ,16.76,17.02,16.59,16.85,1316400,22181340.0,1.0,18.33,14.99
2024-05-03,000006.SZ,16.96,17.24,16.79,17.07,1318600,22508502.0,1.0,18.54,15.16
2024-05-06,000006.SZ,17.2,17.49,17.03,17.32,1320800,22876256.0,1.0,18.78,15.36
2024-05-07,000006.SZ,17.45,17.77,17.28,17.59,1323000,23271570.0,1.0,19.05,15.59
2024-05-08,000006.SZ,17.73,18.05,17.55,17.87,1325200,23681324.0,1.0,19.35,15.83
2024-05-09,000006.SZ,18.01,18.33,17.83,18.15,1327400,24092310.0,1.0,19.66,16.08
2024-05-10,000006.SZ,18.29,18.61,18.11,18.43,1329600,24504528.0,1.0,19.96,16.34
2024-05-13,000006.SZ,18.56,18.89,18.37,18.7,1331800,24904660.0,1.0,20.27,16.59
2024-05-14,000006.SZ,18.82,19.13,18.63,18.94,1334000,25265960.0,1.0,20.57,16.83
2024-05-15,000006.SZ,19.05,19.34,18.86,19.15,1336200,25588230.0,1.0,20.83,17.05
2024-05-16,000006.SZ,19.24,19.51,19.05,19.32,1338400,25857888.0,1.0,21.06,17.24
2024-05-17,000006.SZ,19.38,19.64,19.19,19.45,1340600,26074670.0,1.0,21.25,17.39
2024-05-20,000006.SZ,19.48,19.72,19.29,19.52,1342800,26211456.0,1.0,21.4,17.5
2024-05-21,000006.SZ,19.53,19.74,19.33,19.54,1345000,26281300.0,1.0,21.47,17.57
2024-05-22,000006.SZ,19.52,19.72,19.3,19.5,1347200,26270400.0,1.0,21.49,17.59
2024-05-23,000006.SZ,19.45,19.64,19.21,19.4,1349400,26178360.0,1.0,21.45,17.55
2024-05-24,000006.SZ,19.32,19.51,19.05,19.24,1351600,26004784.0,1.0,21.34,17.46
2024-05-27,000006.SZ,19.13,19.32,18.83,19.02,1353800,25749276.0,1.0,21.16,17.32
2024-05-28,000006.SZ,18.89,19.08,18.57,18.76,1356000,25438560.0,1.0,20.92,17.12
2024-05-29,000006.SZ,18.6,18.79,18.27,18.45,1358200,25058790.0,1.0,20.64,16.88
2024-05-30,000006.SZ,18.28,18.46,17.93,18.11,1360400,24636844.0,1.0,20.3,16.6
2024-05-31,000006.SZ,17.93,18.11,17.57,17.75,1362600,24186150.0,1.0,19.92,16.3
2024-06-03,000006.SZ,17.56,17.74,17.21,17.38,1364800,23720224.0,1.0,19.53,15.98
2024-06-04,000006.SZ,17.19,17.36,16.83,17.0,1367000,23239000.0,1.0,19.12,15.64
2024-06-05,000006.SZ,16.81,16.98,16.46,16.63,1369200,22769796.0,1.0,18.7,15.3
2024-06-06,000006.SZ,16.45,16.61,16.11,16.27,1371400,22312678.0,1.0,18.29,14.97
2024-06-07,000006.SZ,16.1,16.26,15.78,15.94,1373600,21895184.0,1.0,17.9,14.64
2024-06-10,000006.SZ,15.79,15.95,15.48,15.64,1375800,21517512.0,1.0,17.53,14.35
2024-06-11,000006.SZ,15.5,15.66,15.22,15.37,1378000,21179860.0,1.0,17.2,14.08
2024-06-12,000006.SZ,15.26,15.41,14.99,15.14,1380200,20896228.0,1.0,16.91,13.83
2024-06-13,000006.SZ,15.05,15.2,14.81,14.96,1382400,20680704.0,1.0,16.65,13.63
2024-06-14,000006.SZ,14.9,15.05,14.68,14.83,1384600,20533618.0,1.0,16.46,13.46
2024-06-17,000006.SZ,14.79,14.94,14.6,14.75,1386800,20455300.0,1.0,16.31,13.35
2024-01-02,000007.SZ,18.22,18.41,18.04,18.23,1170000,21329100.0,1.0,20.02,16.38
2024-01-03,000007.SZ,18.24,18.47,18.06,18.29,1172200,21439538.0,1.0,20.02,16.38
2024-01-04,000007.SZ,18.27,18.52,18.09,18.34,1174400,21538496.0,1.0,20.02,16.38
2024-01-05,000007.SZ,18.3,18.57,18.12,18.39,1176600,21637674.0,1.0,20.02,16.38
2024-01-08,000007.SZ,18.32,18.62,18.14,18.44,1178800,21737072.0,1.0,20.02,16.38
2024-01-09,000007.SZ,18.34,18.67,18.16,18.49,1181000,21836690.0,1.0,20.02,16.38
2024-01-10,000007.SZ,18.36,18.71,18.18,18.52,1183200,21912864.0,1.0,20.02,16.38
2024-01-11,000007.SZ,18.38,18.75,18.2,18.56,1185400,22001024.0,1.0,20.02,16.38
2024-01-12,000007.SZ,18.39,18.77,18.21,18.58,1187600,22065608.0,1.0,20.02,16.38
2024-01-15,000007.SZ,18.4,18.79,18.22,18.6,1189800,22130280.0,1.0,20.02,16.38
2024-01-16,000007.SZ,18.4,18.79,18.22,18.6,1192000,22171200.0,1.0,20.02,16.38
2024-01-17,000007.SZ,18.4,18.79,18.22,18.6,1194200,22212120.0,1.0,20.02,16.38
2024-01-18,000007.SZ,18.4,18.78,18.22,18.59,1196400,22241076.0,1.0,20.02,16.38
2024-01-19,000007.SZ,18.38,18.76,18.2,18.57,1198600,22258002.0,1.0,20.02,16.38
2024-01-22,000007.SZ,18.37,18.73,18.19,18.54,1200800,22262832.0,1.0,20.02,16.38
2024-01-23,000007.SZ,18.35,18.68,18.17,18.5,1203000,22255500.0,1.0,20.02,16.38
2024-01-24,000007.SZ,18.32,18.63,18.14,18.45,1205200,22235940.0,1.0,20.02,16.38
2024-01-25,000007.SZ,18.3,18.58,18.12,18.4,1207400,22216160.0,1.0,20.02,16.38
2024-01-26,000007.SZ,18.27,18.52,18.09,18.34,1209600,22184064.0,1.0,20.02,16.38
2024-01-29,000007.SZ,18.24,18.46,18.06,18.28,1211800,22151704.0,1.0,20.02,16.38
2024-01-30,000007.SZ,18.21,18.4,18.03,18.22,1214000,22119080.0,1.0,20.02,16.38
2024-01-31,000007.SZ,18.18,18.36,17.98,18.16,1216200,22086192.0,1.0,20.02,16.38
2024-02-01,000007.SZ,18.14,18.32,17.91,18.09,1218400,22040856.0,1.0,20.02,16.38
2024-02-02,000007.SZ,18.12,18.3,17.85,18.03,1220600,22007418.0,1.0,20.02,16.38
2024-02-05,000007.SZ,18.09,18.27,17.8,17.98,1222800,21985944.0,1.0,20.02,16.38
2024-02-06,000007.SZ,18.06,18.24,17.74,17.92,1225000,21952000.0,1.0,20.02,16.38
2024-02-07,000007.SZ,18.04,18.22,17.7,17.88,1227200,21942336.0,1.0,20.02,16.38
2024-02-08,000007.SZ,18.02,18.2,17.66,17.84,1229400,21932496.0,1.0,20.02,16.38
2024-02-09,000007.SZ,18.01,18.19,17.64,17.82,1231600,21947112.0,1.0,20.02,16.38
2024-02-12,000007.SZ,18.0,18.18,17.62,17.8,1233800,21961640.0,1.0,20.02,16.38
2024-02-13,000007.SZ,17.99,18.17,17.61,17.79,1236000,21988440.0,1.0,20.02,16.38
2024-02-14,000007.SZ,17.99,18.17,17.61,17.79,1238200,22027578.0,1.0,20.02,16.38
2024-02-15,000007.SZ,18.0,18.18,17.62,17.8,1240400,22079120.0,1.0,20.02,16.38
2024-02-16,000007.SZ,18.01,18.19,17.64,17.82,1242600,22143132.0,1.0,20.02,16.38
2024-02-19,000007.SZ,18.02,18.2,17.67,17.85,1244800,22219680.0,1.0,20.02,16.38
2024-02-20,000007.SZ,18.05,18.23,17.71,17.89,1247000,22308830.0,1.0,20.02,16.38
2024-02-21,000007.SZ,18.06,18.24,17.75,17.93,1249200,22398156.0,1.0,20.02,16.38
2024-02-22,000007.SZ,18.09,18.27,17.8,17.98,1251400,22500172.0,1.0,20.02,16.38
2024-02-23,000007.SZ,18.12,18.3,17.86,18.04,1253600,22614944.0,1.0,20.02,16.38
2024-02-26,000007.SZ,18.14,18.32,17.91,18.09,1255800,22717422.0,1.0,20.02,16.38
2024-02-27,000007.SZ,18.17,18.35,17.97,18.15,1258000,22832700.0,1.0,20.02,16.38
2024-02-28,000007.SZ,18.2,18.39,18.02,18.21,1260200,22948242.0,1.0,20.02,16.38
2024-02-29,000007.SZ,18.24,18.45,18.06,18.27,1262400,23064048.0,1.0,20.02,16.38
2024-03-01,000007.SZ,18.26,18.5,18.08,18.32,1264600,23167472.0,1.0,20.02,16.38
2024-03-04,000007.SZ,18.4,18.67,18.22,18.49,1266800,23423132.0,1.0,20.15,16.49
2024-03-05,000007.SZ,18.6,18.9,18.41,18.71,1269000,23742990.0,1.0,20.34,16.64
2024-03-06,000007.SZ,18.84,19.16,18.65,18.97,1271200,24114664.0,1.0,20.58,16.84
2024-03-07,000007.SZ,19.12,19.45,18.93,19.26,1273400,24525684.0,1.0,20.87,17.07
2024-03-08,000007.SZ,19.42,19.78,19.23,19.58,1275600,24976248.0,1.0,21.19,17.33
2024-03-11,000007.SZ,19.75,20.12,19.55,19.92,1277800,25453776.0,1.0,21.54,17.62
2024-03-12,000007.SZ,20.1,20.47,19.9,20.27,1280000,25945600.0,1.0,21.91,17.93
2024-03-13,000007.SZ,20.44,20.83,20.24,20.62,1282200,26438964.0,1.0,22.3,18.24
2024-03-14,000007.SZ,20.79,21.17,20.58,20.96,1284400,26921024.0,1.0,22.68,18.56
2024-03-15,000007.SZ,21.12,21.49,20.91,21.28,1286600,27378848.0,1.0,23.06,18.86
2024-03-18,000007.SZ,21.42,21.79,21.21,21.57,1288800,27799416.0,1.0,23.41,19.15
2024-03-19,000007.SZ,21.7,22.05,21.48,21.83,1291000,28182530.0,1.0,23.73,19.41
2024-03-20,000007.SZ,21.94,22.26,21.72,22.04,1293200,28502128.0,1.0,24.01,19.65
2024-03-21,000007.SZ,22.12,22.42,21.9,22.2,1295400,28757880.0,1.0,24.24,19.84
2024-03-22,000007.SZ,22.26,22.53,22.04,22.31,1297600,28949456.0,1.0,24.42,19.98
2024-03-25,000007.SZ,22.34,22.58,22.12,22.36,1299800,29063528.0,1.0,24.54,20.08
2024-03-26,000007.SZ,22.36,22.58,22.13,22.35,1302000,29099700.0,1.0,24.6,20.12
2024-03-27,000007.SZ,22.32,22.54,22.07,22.29,1304200,29070618.0,1.0,24.59,20.12
2024-03-28,000007.SZ,22.24,22.46,21.96,22.18,1306400,28975952.0,1.0,24.52,20.06
2024-03-29,000007.SZ,22.1,22.32,21.81,22.03,1308600,28828458.0,1.0,24.4,19.96
2024-04-01,000007.SZ,21.94,22.16,21.62,21.84,1310800,28627872.0,1.0,24.23,19.83
2024-04-02,000007.SZ,21.74,21.96,21.41,21.63,1313000,28400190.0,1.0,24.02,19.66
2024-04-03,000007.SZ,21.52,21.74,21.19,21.4,1315200,28145280.0,1.0,23.79,19.47
2024-04-04,000007.SZ,21.28,21.49,20.95,21.16,1317400,27876184.0,1.0,23.54,19.26
2024-04-05,000007.SZ,21.04,21.25,20.71,20.92,1319600,27606032.0,1.0,23.28,19.04
2024-04-08,000007.SZ,20.81,21.02,20.49,20.7,1321800,27361260.0,1.0,23.01,18.83
2024-04-09,000007.SZ,20.6,20.81,20.29,20.5,1324000,27142000.0,1.0,22.77,18.63
2024-04-10,000007.SZ,20.42,20.62,20.13,20.33,1326200,26961646.0,1.0,22.55,18.45
2024-04-11,000007.SZ,20.26,20.46,19.99,20.19,1328400,26820396.0,1.0,22.36,18.3
2024-04-12,000007.SZ,20.14,20.34,19.89,20.09,1330600,26731754.0,1.0,22.21,18.17
2024-04-15,000007.SZ,20.06,20.26,19.84,20.04,1332800,26709312.0,1.0,22.1,18.08
2024-04-16,000007.SZ,20.04,20.24,19.84,20.04,1335000,26753400.0,1.0,22.04,18.04
2024-04-17,000007.SZ,20.06,20.29,19.86,20.09,1337200,26864348.0,1.0,22.04,18.04
2024-04-18,000007.SZ,20.14,20.39,19.94,20.19,1339400,27042486.0,1.0,22.1,18.08
2024-04-19,000007.SZ,20.27,20.55,20.07,20.35,1341600,27301560.0,1.0,22.21,18.17
2024-04-22,000007.SZ,20.45,20.77,20.25,20.56,1343800,27628528.0,1.0,22.39,18.32
2024-04-23,000007.SZ,20.69,21.03,20.48,20.82,1346000,28023720.0,1.0,22.62,18.5
2024-04-24,000007.SZ,20.97,21.33,20.76,21.12,1348200,28473984.0,1.0,22.9,18.74
2024-04-25,000007.SZ,21.3,21.68,21.09,21.47,1350400,28993088.0,1.0,23.23,19.01
2024-04-26,000007.SZ,21.66,22.07,21.44,21.85,1352600,29554310.0,1.0,23.62,19.32
2024-04-29,000007.SZ,22.06,22.48,21.84,22.26,1354800,30157848.0,1.0,24.04,19.67
